customer_id,date,contracted_stems,crop_id
267,7/10/2021,1428.571429,1
267,7/10/2021,3571.428571,2
41,7/10/2021,4285.714286,1
69,7/10/2021,1285.714286,1
259,7/10/2021,1714.285714,1
65,7/10/2021,214.2857143,1
161,7/10/2021,214.2857143,1
161,7/10/2021,18571.42857,2
252,7/10/2021,11428.57143,2
57,7/10/2021,1142.857143,1
64,7/10/2021,857.1428571,1
252,7/10/2021,857.1428571,1
70,7/10/2021,428.5714286,1
96,7/10/2021,428.5714286,1
72,7/10/2021,857.1428571,1
181,7/10/2021,8714.285714,2
39,7/11/2021,857.1428571,1
39,7/11/2021,28571.42857,2
220,7/11/2021,10000,2
270,7/11/2021,21428.57143,2
224,7/11/2021,5714.285714,1
80,7/11/2021,142.8571429,1
92,7/11/2021,1285.714286,1
94,7/11/2021,428.5714286,1
270,7/11/2021,21857.14286,1
267,7/11/2021,1428.571429,1
267,7/11/2021,3571.428571,2
41,7/11/2021,4285.714286,1
69,7/11/2021,1285.714286,1
259,7/11/2021,1714.285714,1
65,7/11/2021,214.2857143,1
161,7/11/2021,18571.42857,2
252,7/11/2021,857.1428571,1
57,7/11/2021,1142.857143,1
64,7/11/2021,857.1428571,1
252,7/11/2021,11428.57143,2
161,7/11/2021,214.2857143,1
70,7/11/2021,428.5714286,1
96,7/11/2021,428.5714286,1
72,7/11/2021,857.1428571,1
181,7/11/2021,8714.285714,2
220,7/12/2021,10000,2
39,7/12/2021,857.1428571,1
39,7/12/2021,28571.42857,2
92,7/12/2021,1285.714286,1
224,7/12/2021,5714.285714,1
94,7/12/2021,428.5714286,1
270,7/12/2021,21857.14286,1
270,7/12/2021,21428.57143,2
267,7/12/2021,1428.571429,1
267,7/12/2021,3571.428571,2
41,7/12/2021,4285.714286,1
80,7/12/2021,142.8571429,1
69,7/12/2021,1285.714286,1
259,7/12/2021,1714.285714,1
65,7/12/2021,214.2857143,1
161,7/12/2021,214.2857143,1
252,7/12/2021,857.1428571,1
252,7/12/2021,11428.57143,2
57,7/12/2021,1142.857143,1
64,7/12/2021,857.1428571,1
161,7/12/2021,18571.42857,2
96,7/12/2021,428.5714286,1
70,7/12/2021,428.5714286,1
72,7/12/2021,857.1428571,1
181,7/12/2021,8714.285714,2
220,7/13/2021,10000,2
39,7/13/2021,857.1428571,1
39,7/13/2021,28571.42857,2
270,7/13/2021,21857.14286,1
92,7/13/2021,1285.714286,1
224,7/13/2021,5714.285714,1
270,7/13/2021,21428.57143,2
267,7/13/2021,1428.571429,1
267,7/13/2021,3571.428571,2
41,7/13/2021,4285.714286,1
94,7/13/2021,428.5714286,1
80,7/13/2021,142.8571429,1
69,7/13/2021,1285.714286,1
259,7/13/2021,1714.285714,1
65,7/13/2021,214.2857143,1
161,7/13/2021,214.2857143,1
252,7/13/2021,857.1428571,1
252,7/13/2021,11428.57143,2
57,7/13/2021,1142.857143,1
64,7/13/2021,857.1428571,1
161,7/13/2021,18571.42857,2
96,7/13/2021,428.5714286,1
70,7/13/2021,428.5714286,1
72,7/13/2021,857.1428571,1
181,7/13/2021,8714.285714,2
39,7/14/2021,857.1428571,1
39,7/14/2021,28571.42857,2
220,7/14/2021,10000,2
270,7/14/2021,21428.57143,2
224,7/14/2021,5714.285714,1
80,7/14/2021,142.8571429,1
92,7/14/2021,1285.714286,1
94,7/14/2021,428.5714286,1
270,7/14/2021,21857.14286,1
267,7/14/2021,1428.571429,1
267,7/14/2021,3571.428571,2
41,7/14/2021,4285.714286,1
69,7/14/2021,1285.714286,1
259,7/14/2021,1714.285714,1
65,7/14/2021,214.2857143,1
161,7/14/2021,214.2857143,1
161,7/14/2021,18571.42857,2
252,7/14/2021,11428.57143,2
57,7/14/2021,1142.857143,1
64,7/14/2021,857.1428571,1
252,7/14/2021,857.1428571,1
70,7/14/2021,428.5714286,1
96,7/14/2021,428.5714286,1
72,7/14/2021,857.1428571,1
181,7/14/2021,8714.285714,2
39,7/15/2021,857.1428571,1
39,7/15/2021,28571.42857,2
220,7/15/2021,10000,2
270,7/15/2021,21428.57143,2
224,7/15/2021,5714.285714,1
80,7/15/2021,142.8571429,1
92,7/15/2021,1285.714286,1
94,7/15/2021,428.5714286,1
270,7/15/2021,21857.14286,1
267,7/15/2021,1428.571429,1
267,7/15/2021,3571.428571,2
41,7/15/2021,4285.714286,1
69,7/15/2021,1285.714286,1
259,7/15/2021,1714.285714,1
65,7/15/2021,214.2857143,1
161,7/15/2021,214.2857143,1
161,7/15/2021,18571.42857,2
252,7/15/2021,11428.57143,2
57,7/15/2021,1142.857143,1
64,7/15/2021,857.1428571,1
252,7/15/2021,857.1428571,1
70,7/15/2021,428.5714286,1
96,7/15/2021,428.5714286,1
72,7/15/2021,857.1428571,1
181,7/15/2021,8714.285714,2
39,7/16/2021,857.1428571,1
39,7/16/2021,28571.42857,2
220,7/16/2021,10000,2
270,7/16/2021,21428.57143,2
224,7/16/2021,5714.285714,1
80,7/16/2021,142.8571429,1
92,7/16/2021,1285.714286,1
94,7/16/2021,428.5714286,1
270,7/16/2021,21857.14286,1
267,7/16/2021,1428.571429,1
267,7/16/2021,3571.428571,2
41,7/16/2021,4285.714286,1
69,7/16/2021,1285.714286,1
259,7/16/2021,1714.285714,1
65,7/16/2021,214.2857143,1
161,7/16/2021,18571.42857,2
252,7/16/2021,857.1428571,1
57,7/16/2021,1142.857143,1
64,7/16/2021,857.1428571,1
252,7/16/2021,11428.57143,2
161,7/16/2021,214.2857143,1
70,7/16/2021,428.5714286,1
96,7/16/2021,428.5714286,1
72,7/16/2021,857.1428571,1
181,7/16/2021,8714.285714,2
39,7/17/2021,857.1428571,1
39,7/17/2021,28571.42857,2
220,7/17/2021,10000,2
80,7/17/2021,142.8571429,1
224,7/17/2021,5714.285714,1
92,7/17/2021,1285.714286,1
94,7/17/2021,428.5714286,1
270,7/17/2021,21428.57143,2
267,7/17/2021,1428.571429,1
267,7/17/2021,3571.428571,2
41,7/17/2021,4285.714286,1
270,7/17/2021,21857.14286,1
69,7/17/2021,1285.714286,1
259,7/17/2021,1714.285714,1
65,7/17/2021,214.2857143,1
161,7/17/2021,214.2857143,1
161,7/17/2021,18571.42857,2
252,7/17/2021,11428.57143,2
57,7/17/2021,1142.857143,1
64,7/17/2021,857.1428571,1
252,7/17/2021,857.1428571,1
70,7/17/2021,428.5714286,1
96,7/17/2021,428.5714286,1
72,7/17/2021,857.1428571,1
181,7/17/2021,8714.285714,2
39,7/18/2021,857.1428571,1
39,7/18/2021,28571.42857,2
220,7/18/2021,10000,2
270,7/18/2021,21428.57143,2
224,7/18/2021,5714.285714,1
92,7/18/2021,1285.714286,1
94,7/18/2021,428.5714286,1
80,7/18/2021,142.8571429,1
267,7/18/2021,1428.571429,1
267,7/18/2021,3571.428571,2
41,7/18/2021,4285.714286,1
270,7/18/2021,21857.14286,1
69,7/18/2021,1285.714286,1
259,7/18/2021,1714.285714,1
65,7/18/2021,214.2857143,1
161,7/18/2021,214.2857143,1
161,7/18/2021,18571.42857,2
252,7/18/2021,11428.57143,2
57,7/18/2021,1142.857143,1
64,7/18/2021,857.1428571,1
252,7/18/2021,857.1428571,1
70,7/18/2021,428.5714286,1
96,7/18/2021,428.5714286,1
72,7/18/2021,857.1428571,1
181,7/18/2021,8714.285714,2
39,7/19/2021,857.1428571,1
39,7/19/2021,28571.42857,2
220,7/19/2021,10000,2
270,7/19/2021,21428.57143,2
224,7/19/2021,5714.285714,1
80,7/19/2021,142.8571429,1
92,7/19/2021,1285.714286,1
94,7/19/2021,428.5714286,1
270,7/19/2021,21857.14286,1
267,7/19/2021,1428.571429,1
267,7/19/2021,3571.428571,2
41,7/19/2021,4285.714286,1
69,7/19/2021,1285.714286,1
259,7/19/2021,1714.285714,1
65,7/19/2021,214.2857143,1
161,7/19/2021,18571.42857,2
252,7/19/2021,857.1428571,1
57,7/19/2021,1142.857143,1
64,7/19/2021,857.1428571,1
252,7/19/2021,11428.57143,2
161,7/19/2021,214.2857143,1
70,7/19/2021,428.5714286,1
96,7/19/2021,428.5714286,1
72,7/19/2021,857.1428571,1
181,7/19/2021,8714.285714,2
39,7/20/2021,857.1428571,1
39,7/20/2021,28571.42857,2
220,7/20/2021,10000,2
270,7/20/2021,21428.57143,2
224,7/20/2021,5714.285714,1
92,7/20/2021,1285.714286,1
94,7/20/2021,428.5714286,1
270,7/20/2021,21857.14286,1
267,7/20/2021,1428.571429,1
267,7/20/2021,3571.428571,2
41,7/20/2021,4285.714286,1
80,7/20/2021,142.8571429,1
69,7/20/2021,1285.714286,1
259,7/20/2021,1714.285714,1
65,7/20/2021,214.2857143,1
161,7/20/2021,214.2857143,1
161,7/20/2021,18571.42857,2
252,7/20/2021,11428.57143,2
57,7/20/2021,1142.857143,1
64,7/20/2021,857.1428571,1
252,7/20/2021,857.1428571,1
70,7/20/2021,428.5714286,1
96,7/20/2021,428.5714286,1
72,7/20/2021,857.1428571,1
181,7/20/2021,8714.285714,2
39,7/21/2021,857.1428571,1
39,7/21/2021,28571.42857,2
220,7/21/2021,10000,2
270,7/21/2021,21428.57143,2
224,7/21/2021,5714.285714,1
80,7/21/2021,142.8571429,1
92,7/21/2021,1285.714286,1
94,7/21/2021,428.5714286,1
270,7/21/2021,21857.14286,1
267,7/21/2021,1428.571429,1
267,7/21/2021,3571.428571,2
41,7/21/2021,4285.714286,1
69,7/21/2021,1285.714286,1
259,7/21/2021,1714.285714,1
65,7/21/2021,214.2857143,1
161,7/21/2021,214.2857143,1
161,7/21/2021,18571.42857,2
252,7/21/2021,11428.57143,2
57,7/21/2021,1142.857143,1
64,7/21/2021,857.1428571,1
252,7/21/2021,857.1428571,1
70,7/21/2021,428.5714286,1
96,7/21/2021,428.5714286,1
72,7/21/2021,857.1428571,1
181,7/21/2021,8714.285714,2
39,7/22/2021,857.1428571,1
39,7/22/2021,28571.42857,2
220,7/22/2021,10000,2
270,7/22/2021,21428.57143,2
224,7/22/2021,5714.285714,1
80,7/22/2021,142.8571429,1
92,7/22/2021,1285.714286,1
94,7/22/2021,428.5714286,1
270,7/22/2021,21857.14286,1
267,7/22/2021,1428.571429,1
267,7/22/2021,3571.428571,2
41,7/22/2021,4285.714286,1
69,7/22/2021,1285.714286,1
259,7/22/2021,1714.285714,1
65,7/22/2021,214.2857143,1
161,7/22/2021,18571.42857,2
252,7/22/2021,857.1428571,1
57,7/22/2021,1142.857143,1
64,7/22/2021,857.1428571,1
252,7/22/2021,11428.57143,2
161,7/22/2021,214.2857143,1
70,7/22/2021,428.5714286,1
96,7/22/2021,428.5714286,1
72,7/22/2021,857.1428571,1
181,7/22/2021,8714.285714,2
39,7/23/2021,857.1428571,1
39,7/23/2021,28571.42857,2
220,7/23/2021,10000,2
80,7/23/2021,142.8571429,1
92,7/23/2021,1285.714286,1
224,7/23/2021,5714.285714,1
94,7/23/2021,428.5714286,1
270,7/23/2021,21857.14286,1
270,7/23/2021,21428.57143,2
267,7/23/2021,1428.571429,1
267,7/23/2021,3571.428571,2
41,7/23/2021,4285.714286,1
69,7/23/2021,1285.714286,1
259,7/23/2021,1714.285714,1
65,7/23/2021,214.2857143,1
161,7/23/2021,214.2857143,1
252,7/23/2021,857.1428571,1
252,7/23/2021,11428.57143,2
57,7/23/2021,1142.857143,1
64,7/23/2021,857.1428571,1
161,7/23/2021,18571.42857,2
70,7/23/2021,428.5714286,1
96,7/23/2021,428.5714286,1
72,7/23/2021,857.1428571,1
181,7/23/2021,8714.285714,2
220,7/24/2021,10000,2
39,7/24/2021,857.1428571,1
39,7/24/2021,28571.42857,2
270,7/24/2021,21857.14286,1
92,7/24/2021,1285.714286,1
224,7/24/2021,5714.285714,1
270,7/24/2021,21428.57143,2
267,7/24/2021,1428.571429,1
267,7/24/2021,3571.428571,2
41,7/24/2021,4285.714286,1
94,7/24/2021,428.5714286,1
80,7/24/2021,142.8571429,1
69,7/24/2021,1285.714286,1
259,7/24/2021,1714.285714,1
65,7/24/2021,214.2857143,1
161,7/24/2021,214.2857143,1
252,7/24/2021,857.1428571,1
252,7/24/2021,11428.57143,2
57,7/24/2021,1142.857143,1
64,7/24/2021,857.1428571,1
161,7/24/2021,18571.42857,2
96,7/24/2021,428.5714286,1
70,7/24/2021,428.5714286,1
72,7/24/2021,857.1428571,1
181,7/24/2021,8714.285714,2
39,7/25/2021,857.1428571,1
39,7/25/2021,28571.42857,2
220,7/25/2021,10000,2
270,7/25/2021,21428.57143,2
224,7/25/2021,5714.285714,1
80,7/25/2021,142.8571429,1
92,7/25/2021,1285.714286,1
94,7/25/2021,428.5714286,1
270,7/25/2021,21857.14286,1
267,7/25/2021,1428.571429,1
267,7/25/2021,3571.428571,2
41,7/25/2021,4285.714286,1
69,7/25/2021,1285.714286,1
259,7/25/2021,1714.285714,1
65,7/25/2021,214.2857143,1
161,7/25/2021,214.2857143,1
161,7/25/2021,18571.42857,2
252,7/25/2021,11428.57143,2
57,7/25/2021,1142.857143,1
64,7/25/2021,857.1428571,1
252,7/25/2021,857.1428571,1
70,7/25/2021,428.5714286,1
96,7/25/2021,428.5714286,1
72,7/25/2021,857.1428571,1
181,7/25/2021,8714.285714,2
39,7/26/2021,857.1428571,1
39,7/26/2021,28571.42857,2
220,7/26/2021,10000,2
270,7/26/2021,21428.57143,2
224,7/26/2021,5714.285714,1
80,7/26/2021,142.8571429,1
92,7/26/2021,1285.714286,1
94,7/26/2021,428.5714286,1
270,7/26/2021,21857.14286,1
267,7/26/2021,1428.571429,1
267,7/26/2021,3571.428571,2
41,7/26/2021,4285.714286,1
69,7/26/2021,1285.714286,1
259,7/26/2021,1714.285714,1
65,7/26/2021,214.2857143,1
161,7/26/2021,214.2857143,1
161,7/26/2021,18571.42857,2
252,7/26/2021,11428.57143,2
57,7/26/2021,1142.857143,1
64,7/26/2021,857.1428571,1
252,7/26/2021,857.1428571,1
70,7/26/2021,428.5714286,1
96,7/26/2021,428.5714286,1
72,7/26/2021,857.1428571,1
181,7/26/2021,8714.285714,2
39,7/27/2021,857.1428571,1
39,7/27/2021,28571.42857,2
220,7/27/2021,10000,2
270,7/27/2021,21428.57143,2
224,7/27/2021,5714.285714,1
80,7/27/2021,142.8571429,1
92,7/27/2021,1285.714286,1
94,7/27/2021,428.5714286,1
270,7/27/2021,21857.14286,1
267,7/27/2021,1428.571429,1
267,7/27/2021,3571.428571,2
41,7/27/2021,4285.714286,1
69,7/27/2021,1285.714286,1
259,7/27/2021,1714.285714,1
65,7/27/2021,214.2857143,1
161,7/27/2021,18571.42857,2
252,7/27/2021,857.1428571,1
57,7/27/2021,1142.857143,1
64,7/27/2021,857.1428571,1
252,7/27/2021,11428.57143,2
161,7/27/2021,214.2857143,1
70,7/27/2021,428.5714286,1
96,7/27/2021,428.5714286,1
72,7/27/2021,857.1428571,1
181,7/27/2021,8714.285714,2
39,7/28/2021,857.1428571,1
39,7/28/2021,28571.42857,2
220,7/28/2021,10000,2
80,7/28/2021,142.8571429,1
224,7/28/2021,5714.285714,1
92,7/28/2021,1285.714286,1
94,7/28/2021,428.5714286,1
270,7/28/2021,21428.57143,2
267,7/28/2021,1428.571429,1
267,7/28/2021,3571.428571,2
41,7/28/2021,4285.714286,1
270,7/28/2021,21857.14286,1
69,7/28/2021,1285.714286,1
259,7/28/2021,1714.285714,1
65,7/28/2021,214.2857143,1
161,7/28/2021,214.2857143,1
161,7/28/2021,18571.42857,2
252,7/28/2021,11428.57143,2
57,7/28/2021,1142.857143,1
64,7/28/2021,857.1428571,1
252,7/28/2021,857.1428571,1
70,7/28/2021,428.5714286,1
96,7/28/2021,428.5714286,1
72,7/28/2021,857.1428571,1
181,7/28/2021,8714.285714,2
39,7/29/2021,857.1428571,1
39,7/29/2021,28571.42857,2
220,7/29/2021,10000,2
270,7/29/2021,21428.57143,2
224,7/29/2021,5714.285714,1
92,7/29/2021,1285.714286,1
94,7/29/2021,428.5714286,1
80,7/29/2021,142.8571429,1
267,7/29/2021,1428.571429,1
267,7/29/2021,3571.428571,2
41,7/29/2021,4285.714286,1
270,7/29/2021,21857.14286,1
69,7/29/2021,1285.714286,1
259,7/29/2021,1714.285714,1
65,7/29/2021,214.2857143,1
161,7/29/2021,214.2857143,1
161,7/29/2021,18571.42857,2
252,7/29/2021,11428.57143,2
57,7/29/2021,1142.857143,1
64,7/29/2021,857.1428571,1
252,7/29/2021,857.1428571,1
70,7/29/2021,428.5714286,1
96,7/29/2021,428.5714286,1
72,7/29/2021,857.1428571,1
181,7/29/2021,8714.285714,2
39,7/30/2021,857.1428571,1
39,7/30/2021,28571.42857,2
220,7/30/2021,10000,2
270,7/30/2021,21428.57143,2
224,7/30/2021,5714.285714,1
80,7/30/2021,142.8571429,1
92,7/30/2021,1285.714286,1
94,7/30/2021,428.5714286,1
270,7/30/2021,21857.14286,1
267,7/30/2021,1428.571429,1
267,7/30/2021,3571.428571,2
41,7/30/2021,4285.714286,1
69,7/30/2021,1285.714286,1
259,7/30/2021,1714.285714,1
65,7/30/2021,214.2857143,1
161,7/30/2021,18571.42857,2
252,7/30/2021,857.1428571,1
57,7/30/2021,1142.857143,1
64,7/30/2021,857.1428571,1
252,7/30/2021,11428.57143,2
161,7/30/2021,214.2857143,1
70,7/30/2021,428.5714286,1
96,7/30/2021,428.5714286,1
72,7/30/2021,857.1428571,1
181,7/30/2021,8714.285714,2
39,7/31/2021,857.1428571,1
39,7/31/2021,28571.42857,2
220,7/31/2021,10000,2
270,7/31/2021,21428.57143,2
224,7/31/2021,5714.285714,1
92,7/31/2021,1285.714286,1
94,7/31/2021,428.5714286,1
270,7/31/2021,21857.14286,1
267,7/31/2021,1428.571429,1
267,7/31/2021,3571.428571,2
41,7/31/2021,4285.714286,1
80,7/31/2021,142.8571429,1
69,7/31/2021,1285.714286,1
259,7/31/2021,1714.285714,1
65,7/31/2021,214.2857143,1
161,7/31/2021,214.2857143,1
161,7/31/2021,18571.42857,2
252,7/31/2021,11428.57143,2
57,7/31/2021,1142.857143,1
64,7/31/2021,857.1428571,1
252,7/31/2021,857.1428571,1
70,7/31/2021,428.5714286,1
96,7/31/2021,428.5714286,1
72,7/31/2021,857.1428571,1
181,7/31/2021,8714.285714,2
39,8/1/2021,857.1428571,1
39,8/1/2021,28571.42857,2
220,8/1/2021,10000,2
270,8/1/2021,21428.57143,2
224,8/1/2021,5714.285714,1
80,8/1/2021,142.8571429,1
92,8/1/2021,1285.714286,1
94,8/1/2021,428.5714286,1
270,8/1/2021,21857.14286,1
267,8/1/2021,1428.571429,1
267,8/1/2021,3571.428571,2
41,8/1/2021,4285.714286,1
69,8/1/2021,1285.714286,1
259,8/1/2021,1714.285714,1
65,8/1/2021,214.2857143,1
161,8/1/2021,214.2857143,1
161,8/1/2021,18571.42857,2
252,8/1/2021,11428.57143,2
57,8/1/2021,1142.857143,1
64,8/1/2021,857.1428571,1
252,8/1/2021,857.1428571,1
70,8/1/2021,428.5714286,1
96,8/1/2021,428.5714286,1
72,8/1/2021,857.1428571,1
181,8/1/2021,8714.285714,2
39,8/2/2021,857.1428571,1
39,8/2/2021,28571.42857,2
220,8/2/2021,10000,2
270,8/2/2021,21428.57143,2
224,8/2/2021,5714.285714,1
80,8/2/2021,142.8571429,1
92,8/2/2021,1285.714286,1
94,8/2/2021,428.5714286,1
270,8/2/2021,21857.14286,1
267,8/2/2021,1428.571429,1
267,8/2/2021,3571.428571,2
41,8/2/2021,4285.714286,1
69,8/2/2021,1285.714286,1
259,8/2/2021,1714.285714,1
65,8/2/2021,214.2857143,1
161,8/2/2021,18571.42857,2
252,8/2/2021,857.1428571,1
57,8/2/2021,1142.857143,1
64,8/2/2021,857.1428571,1
252,8/2/2021,11428.57143,2
161,8/2/2021,214.2857143,1
70,8/2/2021,428.5714286,1
96,8/2/2021,428.5714286,1
72,8/2/2021,857.1428571,1
181,8/2/2021,8714.285714,2
39,8/3/2021,857.1428571,1
39,8/3/2021,28571.42857,2
